person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_history_to_employment_ratio
24.0,200000.0,0,8.0,0,1,20000.0,10.99,0.0,0.1,0,3.0,0.3333333333333333
24.0,60000.0,3,2.0,0,4,25000.0,10.99,1.0,0.4166666666666667,1,2.0,0.6666666666666666
21.0,14400.0,2,0.0,2,1,3000.0,10.99,1.0,0.20833333333333334,0,4.0,4.0
26.0,66996.0,3,10.0,4,3,25000.0,15.21,1.0,0.37315660636455905,1,2.0,0.18181818181818182
23.0,67000.0,3,3.0,1,0,25000.0,7.9,1.0,0.373134328358209,0,4.0,1.0
24.0,67000.0,3,2.0,5,1,25000.0,10.99,1.0,0.373134328358209,0,3.0,1.0
24.0,68000.0,3,5.0,4,3,25000.0,14.09,1.0,0.36764705882352944,1,3.0,0.5
25.0,69000.0,3,9.0,4,3,25000.0,17.49,1.0,0.36231884057971014,0,2.0,0.2
25.0,200000.0,0,0.0,1,1,12000.0,11.48,0.0,0.06,0,3.0,3.0
26.0,188000.0,0,10.0,5,4,20000.0,17.74,1.0,0.10638297872340426,0,2.0,0.18181818181818182
26.0,200000.0,0,4.0,4,2,3000.0,13.92,0.0,0.015,0,3.0,0.6
25.0,69996.0,3,9.0,1,3,25000.0,15.21,1.0,0.35716326647236984,0,3.0,0.3
22.0,14400.0,2,2.0,3,1,4000.0,10.99,1.0,0.2777777777777778,0,3.0,1.0
24.0,70000.0,3,3.0,1,1,25000.0,11.86,1.0,0.35714285714285715,0,4.0,1.0
24.0,14400.0,2,5.0,4,0,6000.0,7.49,1.0,0.4166666666666667,0,3.0,0.5
24.0,56100.0,3,7.0,3,3,25000.0,16.49,1.0,0.44563279857397503,0,4.0,0.5
25.0,66000.0,3,9.0,5,3,25000.0,15.33,1.0,0.3787878787878788,1,2.0,0.2
26.0,66000.0,3,3.0,2,1,25000.0,11.58,1.0,0.3787878787878788,0,4.0,1.0
25.0,14400.0,2,7.0,1,0,5375.0,5.79,1.0,0.3732638888888889,0,2.0,0.25
25.0,72612.0,3,9.0,3,2,25000.0,13.11,1.0,0.3442957086982868,0,2.0,0.2
23.0,74000.0,3,3.0,3,1,25000.0,10.36,1.0,0.33783783783783783,0,3.0,0.75
25.0,75000.0,3,9.0,0,1,25000.0,10.36,1.0,0.3333333333333333,0,2.0,0.2
24.0,192000.0,3,0.0,3,2,22000.0,10.99,0.0,0.11458333333333333,1,2.0,2.0
21.0,192000.0,0,123.0,5,0,20000.0,6.54,0.0,0.10416666666666667,0,4.0,0.03225806451612903
25.0,191000.0,0,1.0,3,1,10000.0,12.53,0.0,0.05235602094240838,0,4.0,2.0
26.0,190300.0,0,5.0,4,0,15000.0,10.99,0.0,0.0788229111928534,0,3.0,0.5
22.0,190000.0,0,3.0,5,2,10000.0,10.99,0.0,0.05263157894736842,0,3.0,0.75
24.0,75000.0,3,4.0,1,1,25000.0,10.25,1.0,0.3333333333333333,0,4.0,0.8
22.0,71000.0,3,1.0,1,3,25000.0,15.95,1.0,0.352112676056338,1,4.0,2.0
26.0,190000.0,0,3.0,5,1,20000.0,12.18,0.0,0.10526315789473684,0,4.0,1.0
23.0,189996.0,2,0.0,4,1,24000.0,11.83,0.0,0.12631844880944862,0,3.0,3.0
23.0,78000.0,3,7.0,0,2,25000.0,10.99,1.0,0.32051282051282054,1,2.0,0.25
23.0,78000.0,3,1.0,5,1,25000.0,10.62,1.0,0.32051282051282054,0,3.0,1.5
23.0,78504.0,3,7.0,5,1,25000.0,10.74,1.0,0.3184551105676144,0,3.0,0.375
25.0,186000.0,2,9.0,5,1,10000.0,10.25,0.0,0.053763440860215055,0,4.0,0.4
24.0,185000.0,0,4.0,1,1,35000.0,12.42,0.0,0.1891891891891892,0,2.0,0.4
25.0,185000.0,3,6.0,5,2,15000.0,15.27,0.0,0.08108108108108109,0,2.0,0.2857142857142857
24.0,62050.0,3,8.0,3,3,25000.0,15.33,1.0,0.40290088638195004,1,2.0,0.2222222222222222
23.0,79416.0,3,7.0,5,3,25000.0,15.21,1.0,0.3147980255867835,1,2.0,0.25
21.0,14400.0,2,4.0,5,2,6250.0,14.72,1.0,0.4340277777777778,0,2.0,0.4
24.0,79631.0,3,8.0,4,3,25000.0,15.7,1.0,0.3139480855445744,1,2.0,0.2222222222222222
24.0,79632.0,3,0.0,1,2,25000.0,13.35,1.0,0.3139441430580671,0,4.0,4.0
21.0,14400.0,0,0.0,3,2,1500.0,10.99,0.0,0.10416666666666667,0,4.0,4.0
24.0,80000.0,3,6.0,1,0,25000.0,6.62,1.0,0.3125,0,2.0,0.2857142857142857
26.0,80000.0,3,5.0,0,2,25000.0,13.61,1.0,0.3125,0,4.0,0.6666666666666666
22.0,185000.0,3,4.0,3,1,25000.0,11.36,0.0,0.13513513513513514,0,2.0,0.4
26.0,185000.0,2,10.0,4,0,5000.0,7.68,0.0,0.02702702702702703,0,2.0,0.18181818181818182
24.0,184992.0,3,7.0,2,3,22000.0,14.46,0.0,0.11892406158104134,1,4.0,0.5
23.0,184000.0,2,5.0,1,1,2500.0,11.83,0.0,0.01358695652173913,0,2.0,0.3333333333333333
24.0,172000.0,0,6.0,0,2,20000.0,13.47,1.0,0.11627906976744186,1,4.0,0.5714285714285714
24.0,183000.0,0,2.0,3,1,20000.0,11.49,0.0,0.1092896174863388,0,3.0,1.0
22.0,183000.0,0,3.0,1,0,1000.0,10.99,0.0,0.00546448087431694,0,2.0,0.5
25.0,182952.0,0,9.0,4,0,15000.0,6.03,0.0,0.08198871835235472,0,3.0,0.3
23.0,74004.0,3,7.0,0,4,25000.0,16.35,1.0,0.33781957732014484,0,4.0,0.5
26.0,74004.0,3,10.0,0,3,25000.0,10.99,1.0,0.33781957732014484,1,4.0,0.36363636363636365
25.0,81000.0,3,5.0,0,0,25000.0,7.29,1.0,0.30864197530864196,0,3.0,0.5
23.0,81600.0,3,1.0,3,1,25000.0,11.36,1.0,0.30637254901960786,0,3.0,1.5
24.0,82000.0,3,8.0,5,1,25000.0,10.25,0.0,0.3048780487804878,0,2.0,0.2222222222222222
24.0,83000.0,3,5.0,1,1,25000.0,11.12,0.0,0.30120481927710846,0,3.0,0.5
24.0,83000.0,3,5.0,4,3,25000.0,12.92,0.0,0.30120481927710846,1,3.0,0.5
24.0,180000.0,3,8.0,1,4,18000.0,18.64,0.0,0.1,1,4.0,0.4444444444444444
23.0,180000.0,0,8.0,4,0,28000.0,7.51,0.0,0.15555555555555556,0,3.0,0.3333333333333333
23.0,14400.0,2,2.0,2,4,4000.0,16.7,1.0,0.2777777777777778,0,2.0,0.6666666666666666
22.0,14400.0,2,0.0,4,1,2100.0,11.14,0.0,0.14583333333333334,0,4.0,4.0
22.0,84500.0,3,6.0,4,5,25000.0,18.3,0.0,0.2958579881656805,0,4.0,0.5714285714285714
24.0,85000.0,3,5.0,3,1,25000.0,10.62,0.0,0.29411764705882354,0,4.0,0.6666666666666666
24.0,180000.0,0,7.0,5,1,14000.0,11.99,0.0,0.07777777777777778,0,2.0,0.25
26.0,180000.0,0,2.0,5,1,12000.0,9.63,0.0,0.06666666666666667,0,4.0,1.3333333333333333
25.0,142800.0,0,9.0,3,5,10000.0,18.25,1.0,0.0700280112044818,0,4.0,0.4
23.0,14664.0,0,0.0,0,2,6000.0,10.99,1.0,0.40916530278232405,0,4.0,4.0
24.0,87000.0,3,8.0,2,3,25000.0,14.84,0.0,0.28735632183908044,0,3.0,0.3333333333333333
24.0,75000.0,3,0.0,5,4,25000.0,14.7,1.0,0.3333333333333333,1,3.0,3.0
23.0,76000.0,3,7.0,0,3,25000.0,16.02,1.0,0.32894736842105265,0,4.0,0.5
23.0,66215.0,3,1.0,3,3,25000.0,15.37,1.0,0.37755795514611495,1,2.0,1.0
25.0,90000.0,3,9.0,3,1,25000.0,10.99,0.0,0.2777777777777778,0,4.0,0.4
21.0,15000.0,2,0.0,2,0,6200.0,7.9,1.0,0.41333333333333333,0,2.0,2.0
26.0,180000.0,2,2.0,4,1,25000.0,10.99,0.0,0.1388888888888889,0,4.0,1.3333333333333333
24.0,180000.0,2,8.0,1,1,21000.0,11.48,0.0,0.11666666666666667,0,3.0,0.3333333333333333
25.0,180000.0,2,9.0,3,2,20000.0,14.26,0.0,0.1111111111111111,1,4.0,0.4
26.0,180000.0,2,0.0,2,0,10000.0,8.0,0.0,0.05555555555555555,0,4.0,4.0
25.0,180000.0,0,3.0,5,1,9950.0,11.26,0.0,0.05527777777777778,0,2.0,0.5
23.0,15000.0,2,7.0,3,1,4475.0,10.99,1.0,0.29833333333333334,0,4.0,0.5
23.0,78000.0,3,2.0,5,3,25000.0,16.32,1.0,0.32051282051282054,1,3.0,1.0
25.0,66300.0,3,3.0,3,4,25000.0,17.93,1.0,0.3770739064856712,1,4.0,1.0
23.0,90000.0,3,0.0,0,1,25000.0,11.36,0.0,0.2777777777777778,0,3.0,3.0
24.0,79000.0,3,9.0,0,3,25000.0,14.96,1.0,0.31645569620253167,1,4.0,0.4
24.0,91800.0,3,4.0,4,2,25000.0,13.43,0.0,0.27233115468409586,1,3.0,0.6
25.0,92000.0,3,6.0,2,1,25000.0,12.69,0.0,0.2717391304347826,0,3.0,0.42857142857142855
24.0,92000.0,3,1.0,5,2,25000.0,12.73,0.0,0.2717391304347826,1,4.0,2.0
23.0,93600.0,3,3.0,5,3,25000.0,15.21,0.0,0.2670940170940171,0,4.0,1.0
23.0,15000.0,0,1.0,3,2,1750.0,12.68,0.0,0.11666666666666667,1,3.0,1.5
23.0,70550.0,3,3.0,3,5,25000.0,19.04,1.0,0.3543586109142452,1,4.0,1.0
25.0,83800.0,3,2.0,0,3,25000.0,15.95,1.0,0.29832935560859186,1,3.0,1.0
26.0,175000.0,0,3.0,5,0,2600.0,8.9,0.0,0.014857142857142857,0,4.0,1.0
25.0,175000.0,0,10.0,2,0,8000.0,7.9,0.0,0.045714285714285714,0,2.0,0.18181818181818182
22.0,175000.0,0,6.0,1,1,18000.0,10.99,0.0,0.10285714285714286,0,2.0,0.2857142857142857
23.0,175000.0,0,8.0,4,1,21000.0,11.99,0.0,0.12,0,3.0,0.3333333333333333
23.0,15000.0,2,4.0,0,2,4000.0,13.98,1.0,0.26666666666666666,0,4.0,0.8
23.0,15000.0,2,4.0,5,1,4600.0,10.99,1.0,0.30666666666666664,0,2.0,0.4
22.0,88000.0,3,6.0,0,3,25000.0,15.58,1.0,0.2840909090909091,1,2.0,0.2857142857142857
25.0,74800.0,3,2.0,3,1,25000.0,10.99,1.0,0.3342245989304813,0,2.0,0.6666666666666666
25.0,88000.0,3,0.0,5,3,25000.0,14.96,1.0,0.2840909090909091,0,4.0,4.0
25.0,15000.0,2,2.0,2,3,1750.0,15.31,0.0,0.11666666666666667,1,4.0,1.3333333333333333
26.0,88000.0,3,2.0,5,3,25000.0,15.65,1.0,0.2840909090909091,0,3.0,1.0
25.0,100000.0,3,1.0,5,1,25000.0,9.33,0.0,0.25,0,4.0,2.0
